[[(2.0064744719410026, 2.101604497819959), (0.00038509604584085035, 2.1064656350411526), (0.0005446423300984971, 1.8079492627411193), (2.007846911196081, 1.8001999580859622)], [(2.0021420776889833, 0.30221852059434323), (0.004522861271521401, 0.3030903707812568), (0.0009300800115368768, 0.009711411586767048), (2.000973009133666, 0.00019773213988619754)]]timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
40.5 (4.394436836242676,3.34494948387146) (0.06110374256968498,0.03791223466396332) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5553256468685658 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
40.75 (4.409665107727051,3.3543107509613037) (0.060912806540727615,0.037445180118083954) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.551183022135905 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
41.0 (4.425478935241699,3.364163637161255) (0.06325601786375046,0.03941189497709274) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5571984930045086 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
41.25 (4.441310882568359,3.374331474304199) (0.06332699954509735,0.040671490132808685) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5709046802577808 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
41.5 (4.456982135772705,3.3843274116516113) (0.062685526907444,0.03998377174139023) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5677842739791178 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
41.75 (4.4726033210754395,3.3942930698394775) (0.06248442828655243,0.039862260222435) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5678611547342693 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
42.0 (4.4881672859191895,3.4041755199432373) (0.06225596368312836,0.03952983766794205) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5657271305793863 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
42.25 (4.503715515136719,3.414043426513672) (0.06219282001256943,0.03947119414806366) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5655145357804828 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
42.5 (4.519250392913818,3.423888683319092) (0.062139905989170074,0.03938071429729462) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5648615411642611 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
42.75 (4.534770488739014,3.433715343475342) (0.06207973510026932,0.03930707275867462) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5644533500241261 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
43.0 (4.550278186798096,3.4435229301452637) (0.06203150749206543,0.039229877293109894) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5639162398130022 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
43.25 (4.565774917602539,3.4533135890960693) (0.061987221240997314,0.03916303813457489) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5634686360634275 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
43.5 (4.58126163482666,3.4630866050720215) (0.0619460828602314,0.03909160941839218) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5629442156331985 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
43.75 (4.596736431121826,3.4728424549102783) (0.061898283660411835,0.03902345895767212) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5625051906546755 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
44.0 (4.612197399139404,3.48258113861084) (0.06184402108192444,0.03895469009876251) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5621052118743565 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
44.25 (4.627645015716553,3.492302417755127) (0.06179055571556091,0.03888546675443649) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5616932436957953 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
44.5 (4.643080234527588,3.502007007598877) (0.06174134835600853,0.03881794959306717) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5612690766477839 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
44.75 (4.658504486083984,3.511695146560669) (0.061696361750364304,0.038752131164073944) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5608329360874775 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
45.0 (4.673917293548584,3.521365165710449) (0.061650410294532776,0.038679711520671844) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5603261378558452 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
45.25 (4.689318656921387,3.531015157699585) (0.06160464882850647,0.03859986364841461) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5597302914640125 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
45.5 (4.704708576202393,3.5406439304351807) (0.061559922993183136,0.03851501643657684) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5590671854461007 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
45.75 (4.720088005065918,3.5502512454986572) (0.06151822581887245,0.03842936456203461) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5583710320205086 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
46.0 (4.735457897186279,3.5598373413085938) (0.06147971376776695,0.03834407776594162) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5576543385815277 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
46.25 (4.750818729400635,3.5694022178649902) (0.06144385039806366,0.038259632885456085) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5569266352991941 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
46.5 (4.766171455383301,3.578946352005005) (0.06141018122434616,0.038176193833351135) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5561932134507438 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
46.75 (4.781517028808594,3.5884697437286377) (0.06138176843523979,0.03809386491775513) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5554330038207067 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
47.0 (4.7968573570251465,3.597972869873047) (0.06136046350002289,0.03801288455724716) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5546353909525031 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
47.25 (4.812193393707275,3.6074557304382324) (0.06134352087974548,0.037931717932224274) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5538024260199534 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
47.5 (4.827525615692139,3.6169188022613525) (0.06132806837558746,0.03785237669944763) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5529788354038099 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
47.75 (4.842854022979736,3.6263623237609863) (0.06131405010819435,0.037773922085762024) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5521540266156363 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
48.0 (4.858179569244385,3.635786533355713) (0.06130131334066391,0.037696413695812225) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5513298733396848 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
48.25 (4.873502254486084,3.6451914310455322) (0.0612899586558342,0.037619419395923615) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5505005797890585 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
